Grid Size,Threads,Mode,Schedule,Run,Execution Time (s)
10000x10000,4,row,guided,5,0.803799
10000x10000,4,row,guided,Average,0.804061
10000x10000,4,row,runtime,1,0.805091
10000x10000,4,row,runtime,2,0.805981
10000x10000,4,row,runtime,3,0.803136
10000x10000,4,row,runtime,4,0.804600
10000x10000,4,row,runtime,5,0.806846
10000x10000,4,row,runtime,Average,0.805131
10000x10000,4,row,static,1,0.633713
10000x10000,4,row,static,2,0.637672
10000x10000,4,row,static,3,0.640470
10000x10000,4,row,static,4,0.657293
10000x10000,4,row,static,5,0.637585
10000x10000,4,row,static,Average,0.641347
10000x10000,4,row,dynamic,1,0.637299
10000x10000,4,row,dynamic,2,0.637137
10000x10000,4,row,dynamic,3,0.634310
10000x10000,4,row,dynamic,4,0.637322
10000x10000,4,row,dynamic,5,0.639485
10000x10000,4,row,dynamic,Average,0.637111
10000x10000,4,row,guided,1,0.636287
10000x10000,4,row,guided,2,0.642898
10000x10000,4,row,guided,3,0.655860
10000x10000,4,row,guided,4,0.636606
10000x10000,4,row,guided,5,0.634736
10000x10000,4,row,guided,Average,0.641277
10000x10000,4,row,runtime,1,0.639478
10000x10000,4,row,runtime,2,0.639606
10000x10000,4,row,runtime,3,0.638741
10000x10000,4,row,runtime,4,0.637829
10000x10000,4,row,runtime,5,0.632945
10000x10000,4,row,runtime,Average,0.637720
10000x10000,4,column,static,1,1.351523
10000x10000,4,column,static,2,1.346550
10000x10000,4,column,static,3,1.331670
10000x10000,4,column,static,4,1.344266
10000x10000,4,column,static,5,1.332953
10000x10000,4,column,static,Average,1.341392
10000x10000,4,column,dynamic,1,1.335712
10000x10000,4,column,dynamic,2,1.333030
10000x10000,4,column,dynamic,3,1.333209
10000x10000,4,column,dynamic,4,1.335125
10000x10000,4,column,dynamic,5,1.356587
10000x10000,4,column,dynamic,Average,1.338733
10000x10000,4,column,guided,1,1.346020
10000x10000,4,column,guided,2,1.341651
10000x10000,4,column,guided,3,1.340551
10000x10000,4,column,guided,4,1.339914
10000x10000,4,column,guided,5,1.341948
10000x10000,4,column,guided,Average,1.342017
10000x10000,4,column,runtime,1,1.348638
10000x10000,4,column,runtime,2,1.333754
10000x10000,4,column,runtime,3,1.338214
10000x10000,4,column,runtime,4,1.329498
10000x10000,4,column,runtime,5,1.333713
10000x10000,4,column,runtime,Average,1.336763
10000x10000,4,column,static,1,0.634609
10000x10000,4,column,static,2,0.636069
10000x10000,4,column,static,3,0.632497
10000x10000,4,column,static,4,0.633242
10000x10000,4,column,static,5,0.632102
10000x10000,4,column,static,Average,0.633704
10000x10000,4,column,dynamic,1,0.637858
10000x10000,4,column,dynamic,2,0.633625
10000x10000,4,column,dynamic,3,0.633720
10000x10000,4,column,dynamic,4,0.635575
10000x10000,4,column,dynamic,5,0.636358
10000x10000,4,column,dynamic,Average,0.635427
10000x10000,4,column,guided,1,0.635779
10000x10000,4,column,guided,2,0.635229
10000x10000,4,column,guided,3,0.635788
10000x10000,4,column,guided,4,0.635058
10000x10000,4,column,guided,5,0.632807
10000x10000,4,column,guided,Average,0.634932
10000x10000,4,column,runtime,1,0.638941
10000x10000,4,column,runtime,2,0.633794
10000x10000,4,column,runtime,3,0.632022
10000x10000,4,column,runtime,4,0.634946
10000x10000,4,column,runtime,5,0.632191
10000x10000,4,column,runtime,Average,0.634379
100x100,8,row,static,1,0.002612
100x100,8,row,static,2,0.002656
100x100,8,row,static,3,0.002447
100x100,8,row,static,4,0.002146
100x100,8,row,static,5,0.002327
100x100,8,row,static,Average,0.002438
100x100,8,row,dynamic,1,0.002163
100x100,8,row,dynamic,2,0.002488
100x100,8,row,dynamic,3,0.002254
100x100,8,row,dynamic,4,0.002228
100x100,8,row,dynamic,5,0.002464
100x100,8,row,dynamic,Average,0.002319
100x100,8,row,guided,1,0.002100
100x100,8,row,guided,2,0.002090
100x100,8,row,guided,3,0.001955
100x100,8,row,guided,4,0.002244
100x100,8,row,guided,5,0.002062
100x100,8,row,guided,Average,0.002090
100x100,8,row,runtime,1,0.002209
100x100,8,row,runtime,2,0.002239
100x100,8,row,runtime,3,0.002096
100x100,8,row,runtime,4,0.002315
100x100,8,row,runtime,5,0.002324
100x100,8,row,runtime,Average,0.002237
100x100,8,row,static,1,0.002034
100x100,8,row,static,2,0.002178
100x100,8,row,static,3,0.002132
100x100,8,row,static,4,0.002072
100x100,8,row,static,5,0.002105
100x100,8,row,static,Average,0.002104
100x100,8,row,dynamic,1,0.002176
100x100,8,row,dynamic,2,0.002195
100x100,8,row,dynamic,3,0.002042
100x100,8,row,dynamic,4,0.002134
100x100,8,row,dynamic,5,0.002114
100x100,8,row,dynamic,Average,0.002132
100x100,8,row,guided,1,0.004806
100x100,8,row,guided,2,0.002199
100x100,8,row,guided,3,0.002094
100x100,8,row,guided,4,0.002086
100x100,8,row,guided,5,0.002089
100x100,8,row,guided,Average,0.002655
100x100,8,row,runtime,1,0.002009
100x100,8,row,runtime,2,0.002183
100x100,8,row,runtime,3,0.002067
100x100,8,row,runtime,4,0.002109
100x100,8,row,runtime,5,0.002136
100x100,8,row,runtime,Average,0.002101
100x100,8,column,static,1,0.002276
100x100,8,column,static,2,0.002217
100x100,8,column,static,3,0.002215
100x100,8,column,static,4,0.002100
100x100,8,column,static,5,0.002286
100x100,8,column,static,Average,0.002219
100x100,8,column,dynamic,1,0.002223
100x100,8,column,dynamic,2,0.002088
100x100,8,column,dynamic,3,0.002223
100x100,8,column,dynamic,4,0.002176
100x100,8,column,dynamic,5,0.002233
100x100,8,column,dynamic,Average,0.002189
100x100,8,column,guided,1,0.002272
100x100,8,column,guided,2,0.002115
100x100,8,column,guided,3,0.002204
100x100,8,column,guided,4,0.002236
100x100,8,column,guided,5,0.003371
100x100,8,column,guided,Average,0.002440
100x100,8,column,runtime,1,0.002251
100x100,8,column,runtime,2,0.002145
100x100,8,column,runtime,3,0.002159
100x100,8,column,runtime,4,0.002329
100x100,8,column,runtime,5,0.002119
100x100,8,column,runtime,Average,0.002200
100x100,8,column,static,1,0.002141
100x100,8,column,static,2,0.002208
100x100,8,column,static,3,0.002105
100x100,8,column,static,4,0.002075
100x100,8,column,static,5,0.002176
100x100,8,column,static,Average,0.002141
100x100,8,column,dynamic,1,0.002003
100x100,8,column,dynamic,2,0.002169
100x100,8,column,dynamic,3,0.002117
100x100,8,column,dynamic,4,0.002077
100x100,8,column,dynamic,5,0.002036
100x100,8,column,dynamic,Average,0.002080
100x100,8,column,guided,1,0.002181
100x100,8,column,guided,2,0.002162
100x100,8,column,guided,3,0.002051
100x100,8,column,guided,4,0.001991
100x100,8,column,guided,5,0.002185
100x100,8,column,guided,Average,0.002114
100x100,8,column,runtime,1,0.002020
100x100,8,column,runtime,2,0.002055
100x100,8,column,runtime,3,0.001968
100x100,8,column,runtime,4,0.002037
100x100,8,column,runtime,5,0.002012
100x100,8,column,runtime,Average,0.002018
1000x1000,8,row,static,1,0.015834
1000x1000,8,row,static,2,0.015542
1000x1000,8,row,static,3,0.015702
1000x1000,8,row,static,4,0.015686
1000x1000,8,row,static,5,0.015831
1000x1000,8,row,static,Average,0.015719
1000x1000,8,row,dynamic,1,0.015746
1000x1000,8,row,dynamic,2,0.016293
1000x1000,8,row,dynamic,3,0.015734
1000x1000,8,row,dynamic,4,0.015798
1000x1000,8,row,dynamic,5,0.015763
1000x1000,8,row,dynamic,Average,0.015867
1000x1000,8,row,guided,1,0.015688
1000x1000,8,row,guided,2,0.015778
1000x1000,8,row,guided,3,0.015706
1000x1000,8,row,guided,4,0.015677
1000x1000,8,row,guided,5,0.015679
1000x1000,8,row,guided,Average,0.015706
1000x1000,8,row,runtime,1,0.015913
1000x1000,8,row,runtime,2,0.016021
1000x1000,8,row,runtime,3,0.015631
1000x1000,8,row,runtime,4,0.015406
1000x1000,8,row,runtime,5,0.015602
1000x1000,8,row,runtime,Average,0.015715
1000x1000,8,row,static,1,0.010619
1000x1000,8,row,static,2,0.010705
1000x1000,8,row,static,3,0.010664
1000x1000,8,row,static,4,0.010611
1000x1000,8,row,static,5,0.010762
1000x1000,8,row,static,Average,0.010672
1000x1000,8,row,dynamic,1,0.010616
1000x1000,8,row,dynamic,2,0.010607
1000x1000,8,row,dynamic,3,0.010652
1000x1000,8,row,dynamic,4,0.010693
1000x1000,8,row,dynamic,5,0.010611
1000x1000,8,row,dynamic,Average,0.010636
1000x1000,8,row,guided,1,0.010658
1000x1000,8,row,guided,2,0.010695
1000x1000,8,row,guided,3,0.010622
1000x1000,8,row,guided,4,0.010511
1000x1000,8,row,guided,5,0.010700
1000x1000,8,row,guided,Average,0.010637
1000x1000,8,row,runtime,1,0.010577
1000x1000,8,row,runtime,2,0.010709
1000x1000,8,row,runtime,3,0.010694
1000x1000,8,row,runtime,4,0.010713
1000x1000,8,row,runtime,5,0.010698
1000x1000,8,row,runtime,Average,0.010678
1000x1000,8,column,static,1,0.017126
1000x1000,8,column,static,2,0.016841
1000x1000,8,column,static,3,0.017143
1000x1000,8,column,static,4,0.017191
1000x1000,8,column,static,5,0.016720
1000x1000,8,column,static,Average,0.017004
1000x1000,8,column,dynamic,1,0.016900
1000x1000,8,column,dynamic,2,0.016806
1000x1000,8,column,dynamic,3,0.016717
1000x1000,8,column,dynamic,4,0.016580
1000x1000,8,column,dynamic,5,0.016731
1000x1000,8,column,dynamic,Average,0.016747
1000x1000,8,column,guided,1,0.017558
1000x1000,8,column,guided,2,0.017964
1000x1000,8,column,guided,3,0.017866
1000x1000,8,column,guided,4,0.017033
1000x1000,8,column,guided,5,0.016856
1000x1000,8,column,guided,Average,0.017455
1000x1000,8,column,runtime,1,0.016894
1000x1000,8,column,runtime,2,0.016745
1000x1000,8,column,runtime,3,0.016678
1000x1000,8,column,runtime,4,0.016711
1000x1000,8,column,runtime,5,0.016661
1000x1000,8,column,runtime,Average,0.016738
1000x1000,8,column,static,1,0.010726
1000x1000,8,column,static,2,0.010710
1000x1000,8,column,static,3,0.010656
1000x1000,8,column,static,4,0.010705
1000x1000,8,column,static,5,0.010638
1000x1000,8,column,static,Average,0.010687
1000x1000,8,column,dynamic,1,0.010550
1000x1000,8,column,dynamic,2,0.010737
1000x1000,8,column,dynamic,3,0.010750
1000x1000,8,column,dynamic,4,0.010636
1000x1000,8,column,dynamic,5,0.010637
1000x1000,8,column,dynamic,Average,0.010662
1000x1000,8,column,guided,1,0.010550
1000x1000,8,column,guided,2,0.010743
1000x1000,8,column,guided,3,0.010627
1000x1000,8,column,guided,4,0.010555
1000x1000,8,column,guided,5,0.010735
1000x1000,8,column,guided,Average,0.010642
1000x1000,8,column,runtime,1,0.010657
1000x1000,8,column,runtime,2,0.010661
1000x1000,8,column,runtime,3,0.010652
1000x1000,8,column,runtime,4,0.010695
1000x1000,8,column,runtime,5,0.010613
1000x1000,8,column,runtime,Average,0.010656
5000x5000,8,row,static,1,0.225861
5000x5000,8,row,static,2,0.224207
5000x5000,8,row,static,3,0.225059
5000x5000,8,row,static,4,0.223846
5000x5000,8,row,static,5,0.224955
5000x5000,8,row,static,Average,0.224786
5000x5000,8,row,dynamic,1,0.225240
5000x5000,8,row,dynamic,2,0.224592
5000x5000,8,row,dynamic,3,0.223912
5000x5000,8,row,dynamic,4,0.226787
5000x5000,8,row,dynamic,5,0.225345
5000x5000,8,row,dynamic,Average,0.225175
5000x5000,8,row,guided,1,0.225064
5000x5000,8,row,guided,2,0.224176
5000x5000,8,row,guided,3,0.223838
5000x5000,8,row,guided,4,0.224399
5000x5000,8,row,guided,5,0.223906
5000x5000,8,row,guided,Average,0.224277
5000x5000,8,row,runtime,1,0.224308
5000x5000,8,row,runtime,2,0.224077
5000x5000,8,row,runtime,3,0.225698
5000x5000,8,row,runtime,4,0.224620
5000x5000,8,row,runtime,5,0.223339
5000x5000,8,row,runtime,Average,0.224408
5000x5000,8,row,static,1,0.169588
5000x5000,8,row,static,2,0.167294
5000x5000,8,row,static,3,0.166816
5000x5000,8,row,static,4,0.168490
5000x5000,8,row,static,5,0.167427
5000x5000,8,row,static,Average,0.167923
5000x5000,8,row,dynamic,1,0.167423
5000x5000,8,row,dynamic,2,0.168706
5000x5000,8,row,dynamic,3,0.168346
5000x5000,8,row,dynamic,4,0.167295
5000x5000,8,row,dynamic,5,0.168532
5000x5000,8,row,dynamic,Average,0.168060
5000x5000,8,row,guided,1,0.167234
5000x5000,8,row,guided,2,0.167650
5000x5000,8,row,guided,3,0.167413
5000x5000,8,row,guided,4,0.166914
5000x5000,8,row,guided,5,0.167720
5000x5000,8,row,guided,Average,0.167386
5000x5000,8,row,runtime,1,0.167992
5000x5000,8,row,runtime,2,0.167275
5000x5000,8,row,runtime,3,0.168776
5000x5000,8,row,runtime,4,0.169356
5000x5000,8,row,runtime,5,0.168980
5000x5000,8,row,runtime,Average,0.168476
5000x5000,8,column,static,1,0.326615
5000x5000,8,column,static,2,0.327231
5000x5000,8,column,static,3,0.327475
5000x5000,8,column,static,4,0.326935
5000x5000,8,column,static,5,0.333021
5000x5000,8,column,static,Average,0.328255
5000x5000,8,column,dynamic,1,0.331792
5000x5000,8,column,dynamic,2,0.326020
5000x5000,8,column,dynamic,3,0.330006
5000x5000,8,column,dynamic,4,0.328269
5000x5000,8,column,dynamic,5,0.332102
5000x5000,8,column,dynamic,Average,0.329638
5000x5000,8,column,guided,1,0.329453
5000x5000,8,column,guided,2,0.328038
5000x5000,8,column,guided,3,0.325105
5000x5000,8,column,guided,4,0.325294
5000x5000,8,column,guided,5,0.327991
5000x5000,8,column,guided,Average,0.327176
5000x5000,8,column,runtime,1,0.326218
5000x5000,8,column,runtime,2,0.329423
5000x5000,8,column,runtime,3,0.329793
5000x5000,8,column,runtime,4,0.327297
5000x5000,8,column,runtime,5,0.326111
5000x5000,8,column,runtime,Average,0.327769
5000x5000,8,column,static,1,0.169946
5000x5000,8,column,static,2,0.170640
5000x5000,8,column,static,3,0.167645
5000x5000,8,column,static,4,0.167725
5000x5000,8,column,static,5,0.168780
5000x5000,8,column,static,Average,0.168947
5000x5000,8,column,dynamic,1,0.168250
5000x5000,8,column,dynamic,2,0.167873
5000x5000,8,column,dynamic,3,0.169409
5000x5000,8,column,dynamic,4,0.168195
5000x5000,8,column,dynamic,5,0.169208
5000x5000,8,column,dynamic,Average,0.168587
5000x5000,8,column,guided,1,0.169159
5000x5000,8,column,guided,2,0.167655
5000x5000,8,column,guided,3,0.167643
5000x5000,8,column,guided,4,0.167308
5000x5000,8,column,guided,5,0.168162
5000x5000,8,column,guided,Average,0.167985
5000x5000,8,column,runtime,1,0.168464
5000x5000,8,column,runtime,2,0.168501
5000x5000,8,column,runtime,3,0.168090
5000x5000,8,column,runtime,4,0.168614
5000x5000,8,column,runtime,5,0.167396
5000x5000,8,column,runtime,Average,0.168213
10000x10000,8,row,static,1,0.800963
10000x10000,8,row,static,2,0.799668
10000x10000,8,row,static,3,0.803529
10000x10000,8,row,static,4,0.802949
10000x10000,8,row,static,5,0.802560
10000x10000,8,row,static,Average,0.801934
10000x10000,8,row,dynamic,1,0.799531
10000x10000,8,row,dynamic,2,0.799975
10000x10000,8,row,dynamic,3,0.799778
10000x10000,8,row,dynamic,4,0.801527
10000x10000,8,row,dynamic,5,0.803183
10000x10000,8,row,dynamic,Average,0.800799
10000x10000,8,row,guided,1,0.806533
10000x10000,8,row,guided,2,0.799597
10000x10000,8,row,guided,3,0.799989
10000x10000,8,row,guided,4,0.801356
10000x10000,8,row,guided,5,0.810330
10000x10000,8,row,guided,Average,0.803561
10000x10000,8,row,runtime,1,0.799894
10000x10000,8,row,runtime,2,0.800537
10000x10000,8,row,runtime,3,0.803633
10000x10000,8,row,runtime,4,0.802809
10000x10000,8,row,runtime,5,0.798567
10000x10000,8,row,runtime,Average,0.801088
10000x10000,8,row,static,1,0.642425
10000x10000,8,row,static,2,0.638566
10000x10000,8,row,static,3,0.634454
10000x10000,8,row,static,4,0.636050
10000x10000,8,row,static,5,0.635504
10000x10000,8,row,static,Average,0.637400
10000x10000,8,row,dynamic,1,0.638976
10000x10000,8,row,dynamic,2,0.642302
10000x10000,8,row,dynamic,3,0.633530
10000x10000,8,row,dynamic,4,0.636603
10000x10000,8,row,dynamic,5,0.636850
10000x10000,8,row,dynamic,Average,0.637652
10000x10000,8,row,guided,1,0.634886
10000x10000,8,row,guided,2,0.635385
10000x10000,8,row,guided,3,0.639651
10000x10000,8,row,guided,4,0.634243
10000x10000,8,row,guided,5,0.636935
10000x10000,8,row,guided,Average,0.636220
10000x10000,8,row,runtime,1,0.635280
10000x10000,8,row,runtime,2,0.637589
10000x10000,8,row,runtime,3,0.636385
10000x10000,8,row,runtime,4,0.634273
10000x10000,8,row,runtime,5,0.633803
10000x10000,8,row,runtime,Average,0.635466
10000x10000,8,column,static,1,1.336427
10000x10000,8,column,static,2,1.335522
10000x10000,8,column,static,3,1.336381
10000x10000,8,column,static,4,1.332413
10000x10000,8,column,static,5,1.345576
10000x10000,8,column,static,Average,1.337264
10000x10000,8,column,dynamic,1,1.333586
10000x10000,8,column,dynamic,2,1.337619
10000x10000,8,column,dynamic,3,1.332781
10000x10000,8,column,dynamic,4,1.330052
10000x10000,8,column,dynamic,5,1.328566
10000x10000,8,column,dynamic,Average,1.332521
10000x10000,8,column,guided,1,1.329920
10000x10000,8,column,guided,2,1.334199
10000x10000,8,column,guided,3,1.331117
10000x10000,8,column,guided,4,1.332915
10000x10000,8,column,guided,5,1.330120
10000x10000,8,column,guided,Average,1.331654
10000x10000,8,column,runtime,1,1.346187
10000x10000,8,column,runtime,2,1.359674
10000x10000,8,column,runtime,3,1.353690
10000x10000,8,column,runtime,4,1.345873
10000x10000,8,column,runtime,5,1.354272
10000x10000,8,column,runtime,Average,1.351939
10000x10000,8,column,static,1,0.636275
10000x10000,8,column,static,2,0.637735
10000x10000,8,column,static,3,0.636741
10000x10000,8,column,static,4,0.636495
10000x10000,8,column,static,5,0.635546
10000x10000,8,column,static,Average,0.636559
10000x10000,8,column,dynamic,1,0.638829
10000x10000,8,column,dynamic,2,0.638301
10000x10000,8,column,dynamic,3,0.632733
10000x10000,8,column,dynamic,4,0.651992
10000x10000,8,column,dynamic,5,0.646247
10000x10000,8,column,dynamic,Average,0.641620
10000x10000,8,column,guided,1,0.658136
10000x10000,8,column,guided,2,0.639639
10000x10000,8,column,guided,3,0.633532
10000x10000,8,column,guided,4,0.636307
10000x10000,8,column,guided,5,0.632795
10000x10000,8,column,guided,Average,0.640082
10000x10000,8,column,runtime,1,0.634786
10000x10000,8,column,runtime,2,0.639004
10000x10000,8,column,runtime,3,0.636552
10000x10000,8,column,runtime,4,0.634967
10000x10000,8,column,runtime,5,0.638395
10000x10000,8,column,runtime,Average,0.636741
100x100,16,row,static,1,0.002813
100x100,16,row,static,2,0.002488
100x100,16,row,static,3,0.002484
100x100,16,row,static,4,0.002368
100x100,16,row,static,5,0.002587
100x100,16,row,static,Average,0.002548
100x100,16,row,dynamic,1,0.002412
100x100,16,row,dynamic,2,0.002549
100x100,16,row,dynamic,3,0.002384
100x100,16,row,dynamic,4,0.002547
100x100,16,row,dynamic,5,0.002242
100x100,16,row,dynamic,Average,0.002427
100x100,16,row,guided,1,0.002165
100x100,16,row,guided,2,0.002458
100x100,16,row,guided,3,0.002162
100x100,16,row,guided,4,0.002372
100x100,16,row,guided,5,0.002243
100x100,16,row,guided,Average,0.002280
100x100,16,row,runtime,1,0.002229
100x100,16,row,runtime,2,0.002310
100x100,16,row,runtime,3,0.002173
100x100,16,row,runtime,4,0.002196
100x100,16,row,runtime,5,0.002315
100x100,16,row,runtime,Average,0.002245
100x100,16,row,static,1,0.002136
100x100,16,row,static,2,0.002102
100x100,16,row,static,3,0.002114
100x100,16,row,static,4,0.002171
100x100,16,row,static,5,0.002159
100x100,16,row,static,Average,0.002137
100x100,16,row,dynamic,1,0.002158
100x100,16,row,dynamic,2,0.002143
100x100,16,row,dynamic,3,0.002189
100x100,16,row,dynamic,4,0.002182
100x100,16,row,dynamic,5,0.002086
100x100,16,row,dynamic,Average,0.002152
100x100,16,row,guided,1,0.002187
100x100,16,row,guided,2,0.002084
100x100,16,row,guided,3,0.002091
100x100,16,row,guided,4,0.002103
100x100,16,row,guided,5,0.002150
100x100,16,row,guided,Average,0.002123
100x100,16,row,runtime,1,0.004220
100x100,16,row,runtime,2,0.004666
100x100,16,row,runtime,3,0.004765
100x100,16,row,runtime,4,0.004858
100x100,16,row,runtime,5,0.004794
100x100,16,row,runtime,Average,0.004661
100x100,16,column,static,1,0.005041
100x100,16,column,static,2,0.004954
100x100,16,column,static,3,0.005132
100x100,16,column,static,4,0.005069
100x100,16,column,static,5,0.004963
100x100,16,column,static,Average,0.005032
100x100,16,column,dynamic,1,0.005428
100x100,16,column,dynamic,2,0.005174
100x100,16,column,dynamic,3,0.009041
100x100,16,column,dynamic,4,0.005464
100x100,16,column,dynamic,5,0.005146
100x100,16,column,dynamic,Average,0.006051
100x100,16,column,guided,1,0.005067
100x100,16,column,guided,2,0.005101
100x100,16,column,guided,3,0.005053
100x100,16,column,guided,4,0.004995
100x100,16,column,guided,5,0.005057
100x100,16,column,guided,Average,0.005055
100x100,16,column,runtime,1,0.005006
100x100,16,column,runtime,2,0.005088
100x100,16,column,runtime,3,0.005106
100x100,16,column,runtime,4,0.005016
100x100,16,column,runtime,5,0.005060
100x100,16,column,runtime,Average,0.005055
100x100,16,column,static,1,0.004747
100x100,16,column,static,2,0.004948
100x100,16,column,static,3,0.004841
100x100,16,column,static,4,0.004872
100x100,16,column,static,5,0.004755
100x100,16,column,static,Average,0.004833
100x100,16,column,dynamic,1,0.004775
100x100,16,column,dynamic,2,0.004721
100x100,16,column,dynamic,3,0.004766
100x100,16,column,dynamic,4,0.004724
100x100,16,column,dynamic,5,0.004730
100x100,16,column,dynamic,Average,0.004743
100x100,16,column,guided,1,0.004769
100x100,16,column,guided,2,0.004727
100x100,16,column,guided,3,0.004811
100x100,16,column,guided,4,0.004851
100x100,16,column,guided,5,0.004769
100x100,16,column,guided,Average,0.004785
100x100,16,column,runtime,1,0.004788
100x100,16,column,runtime,2,0.004712
100x100,16,column,runtime,3,0.004759
100x100,16,column,runtime,4,0.004774
100x100,16,column,runtime,5,0.004762
100x100,16,column,runtime,Average,0.004759
1000x1000,16,row,static,1,0.030601
1000x1000,16,row,static,2,0.016251
1000x1000,16,row,static,3,0.015730
1000x1000,16,row,static,4,0.015884
1000x1000,16,row,static,5,0.015682
1000x1000,16,row,static,Average,0.018829
1000x1000,16,row,dynamic,1,0.015639
1000x1000,16,row,dynamic,2,0.015987
1000x1000,16,row,dynamic,3,0.015660
1000x1000,16,row,dynamic,4,0.015652
1000x1000,16,row,dynamic,5,0.015746
1000x1000,16,row,dynamic,Average,0.015737
1000x1000,16,row,guided,1,0.015779
1000x1000,16,row,guided,2,0.015722
1000x1000,16,row,guided,3,0.015689
1000x1000,16,row,guided,4,0.015841
1000x1000,16,row,guided,5,0.015571
1000x1000,16,row,guided,Average,0.015721
1000x1000,16,row,runtime,1,0.025098
1000x1000,16,row,runtime,2,0.016035
1000x1000,16,row,runtime,3,0.015707
1000x1000,16,row,runtime,4,0.015780
1000x1000,16,row,runtime,5,0.015654
1000x1000,16,row,runtime,Average,0.017655
1000x1000,16,row,static,1,0.010692
1000x1000,16,row,static,2,0.011102
1000x1000,16,row,static,3,0.010668
1000x1000,16,row,static,4,0.010920
1000x1000,16,row,static,5,0.010751
1000x1000,16,row,static,Average,0.010827
1000x1000,16,row,dynamic,1,0.010576
1000x1000,16,row,dynamic,2,0.010644
1000x1000,16,row,dynamic,3,0.010674
1000x1000,16,row,dynamic,4,0.010669
1000x1000,16,row,dynamic,5,0.010608
1000x1000,16,row,dynamic,Average,0.010634
1000x1000,16,row,guided,1,0.010623
1000x1000,16,row,guided,2,0.010654
1000x1000,16,row,guided,3,0.010902
1000x1000,16,row,guided,4,0.010597
1000x1000,16,row,guided,5,0.010728
1000x1000,16,row,guided,Average,0.010701
1000x1000,16,row,runtime,1,0.010580
1000x1000,16,row,runtime,2,0.010980
1000x1000,16,row,runtime,3,0.010704
1000x1000,16,row,runtime,4,0.010633
1000x1000,16,row,runtime,5,0.010616
1000x1000,16,row,runtime,Average,0.010703
1000x1000,16,column,static,1,0.017356
1000x1000,16,column,static,2,0.017255
1000x1000,16,column,static,3,0.017014
1000x1000,16,column,static,4,0.016721
1000x1000,16,column,static,5,0.016743
1000x1000,16,column,static,Average,0.017018
1000x1000,16,column,dynamic,1,0.037190
1000x1000,16,column,dynamic,2,0.020275
1000x1000,16,column,dynamic,3,0.019650
1000x1000,16,column,dynamic,4,0.016910
1000x1000,16,column,dynamic,5,0.016934
1000x1000,16,column,dynamic,Average,0.022192
1000x1000,16,column,guided,1,0.017042
1000x1000,16,column,guided,2,0.016793
1000x1000,16,column,guided,3,0.016853
1000x1000,16,column,guided,4,0.016853
1000x1000,16,column,guided,5,0.016805
1000x1000,16,column,guided,Average,0.016869
1000x1000,16,column,runtime,1,0.016930
1000x1000,16,column,runtime,2,0.016792
1000x1000,16,column,runtime,3,0.026616
1000x1000,16,column,runtime,4,0.017020
1000x1000,16,column,runtime,5,0.016893
1000x1000,16,column,runtime,Average,0.018850
1000x1000,16,column,static,1,0.010690
1000x1000,16,column,static,2,0.010659
1000x1000,16,column,static,3,0.010813
1000x1000,16,column,static,4,0.010755
1000x1000,16,column,static,5,0.010746
1000x1000,16,column,static,Average,0.010732
1000x1000,16,column,dynamic,1,0.010681
1000x1000,16,column,dynamic,2,0.010954
1000x1000,16,column,dynamic,3,0.010741
1000x1000,16,column,dynamic,4,0.010772
1000x1000,16,column,dynamic,5,0.010638
1000x1000,16,column,dynamic,Average,0.010757
1000x1000,16,column,guided,1,0.010762
1000x1000,16,column,guided,2,0.011015
1000x1000,16,column,guided,3,0.011090
1000x1000,16,column,guided,4,0.010768
1000x1000,16,column,guided,5,0.010683
1000x1000,16,column,guided,Average,0.010864
1000x1000,16,column,runtime,1,0.010761
1000x1000,16,column,runtime,2,0.010623
1000x1000,16,column,runtime,3,0.010772
1000x1000,16,column,runtime,4,0.010637
1000x1000,16,column,runtime,5,0.010662
1000x1000,16,column,runtime,Average,0.010691
5000x5000,16,row,static,1,0.223849
5000x5000,16,row,static,2,0.224091
5000x5000,16,row,static,3,0.225746
5000x5000,16,row,static,4,0.224741
5000x5000,16,row,static,5,0.224537
5000x5000,16,row,static,Average,0.224593
5000x5000,16,row,dynamic,1,0.223116
5000x5000,16,row,dynamic,2,0.224705
5000x5000,16,row,dynamic,3,0.226068
5000x5000,16,row,dynamic,4,0.223722
5000x5000,16,row,dynamic,5,0.227530
5000x5000,16,row,dynamic,Average,0.225028
5000x5000,16,row,guided,1,0.223832
5000x5000,16,row,guided,2,0.225062
5000x5000,16,row,guided,3,0.223588
5000x5000,16,row,guided,4,0.226129
5000x5000,16,row,guided,5,0.225356
5000x5000,16,row,guided,Average,0.224793
5000x5000,16,row,runtime,1,0.225035
5000x5000,16,row,runtime,2,0.224355
5000x5000,16,row,runtime,3,0.223924
5000x5000,16,row,runtime,4,0.225896
5000x5000,16,row,runtime,5,0.224906
5000x5000,16,row,runtime,Average,0.224823
5000x5000,16,row,static,1,0.168446
5000x5000,16,row,static,2,0.167629
5000x5000,16,row,static,3,0.170663
5000x5000,16,row,static,4,0.168101
5000x5000,16,row,static,5,0.167298
5000x5000,16,row,static,Average,0.168428
5000x5000,16,row,dynamic,1,0.168146
5000x5000,16,row,dynamic,2,0.170260
5000x5000,16,row,dynamic,3,0.167507
5000x5000,16,row,dynamic,4,0.168850
5000x5000,16,row,dynamic,5,0.168650
5000x5000,16,row,dynamic,Average,0.168683
5000x5000,16,row,guided,1,0.167781
5000x5000,16,row,guided,2,0.168372
