Grid Size,Threads,Mode,Schedule,Run,Execution Time (s)
5000x5000,16,row,guided,3,0.168260
5000x5000,16,row,guided,4,0.168932
5000x5000,16,row,guided,5,0.168147
5000x5000,16,row,guided,Average,0.168298
5000x5000,16,row,runtime,1,0.171375
5000x5000,16,row,runtime,2,0.167420
5000x5000,16,row,runtime,3,0.168217
5000x5000,16,row,runtime,4,0.169085
5000x5000,16,row,runtime,5,0.169868
5000x5000,16,row,runtime,Average,0.169193
5000x5000,16,column,static,1,0.326451
5000x5000,16,column,static,2,0.325929
5000x5000,16,column,static,3,0.326189
5000x5000,16,column,static,4,0.325287
5000x5000,16,column,static,5,0.325104
5000x5000,16,column,static,Average,0.325792
5000x5000,16,column,dynamic,1,0.326489
5000x5000,16,column,dynamic,2,0.327766
5000x5000,16,column,dynamic,3,0.327029
5000x5000,16,column,dynamic,4,0.327718
5000x5000,16,column,dynamic,5,0.324914
5000x5000,16,column,dynamic,Average,0.326783
5000x5000,16,column,guided,1,0.324979
5000x5000,16,column,guided,2,0.326108
5000x5000,16,column,guided,3,0.323429
5000x5000,16,column,guided,4,0.324624
5000x5000,16,column,guided,5,0.327809
5000x5000,16,column,guided,Average,0.325390
5000x5000,16,column,runtime,1,0.327295
5000x5000,16,column,runtime,2,0.326994
5000x5000,16,column,runtime,3,0.326438
5000x5000,16,column,runtime,4,0.324406
5000x5000,16,column,runtime,5,0.327105
5000x5000,16,column,runtime,Average,0.326448
5000x5000,16,column,static,1,0.169479
5000x5000,16,column,static,2,0.168926
5000x5000,16,column,static,3,0.167485
5000x5000,16,column,static,4,0.168922
5000x5000,16,column,static,5,0.168904
5000x5000,16,column,static,Average,0.168743
5000x5000,16,column,dynamic,1,0.170478
5000x5000,16,column,dynamic,2,0.168918
5000x5000,16,column,dynamic,3,0.167812
5000x5000,16,column,dynamic,4,0.168222
5000x5000,16,column,dynamic,5,0.168293
5000x5000,16,column,dynamic,Average,0.168745
5000x5000,16,column,guided,1,0.167915
5000x5000,16,column,guided,2,0.169017
5000x5000,16,column,guided,3,0.168358
5000x5000,16,column,guided,4,0.168870
5000x5000,16,column,guided,5,0.168036
5000x5000,16,column,guided,Average,0.168439
5000x5000,16,column,runtime,1,0.171597
5000x5000,16,column,runtime,2,0.167502
5000x5000,16,column,runtime,3,0.167504
5000x5000,16,column,runtime,4,0.168991
5000x5000,16,column,runtime,5,0.168891
5000x5000,16,column,runtime,Average,0.168897
10000x10000,16,row,static,1,0.803126
10000x10000,16,row,static,2,0.816301
10000x10000,16,row,static,3,0.808297
10000x10000,16,row,static,4,0.817981
10000x10000,16,row,static,5,0.815045
10000x10000,16,row,static,Average,0.812150
10000x10000,16,row,dynamic,1,0.804653
10000x10000,16,row,dynamic,2,0.806604
10000x10000,16,row,dynamic,3,0.812738
10000x10000,16,row,dynamic,4,0.803293
10000x10000,16,row,dynamic,5,0.813169
10000x10000,16,row,dynamic,Average,0.808091
10000x10000,16,row,guided,1,0.803363
10000x10000,16,row,guided,2,0.806937
10000x10000,16,row,guided,3,0.808645
10000x10000,16,row,guided,4,0.833047
10000x10000,16,row,guided,5,0.805682
10000x10000,16,row,guided,Average,0.811535
10000x10000,16,row,runtime,1,0.821763
10000x10000,16,row,runtime,2,0.830771
10000x10000,16,row,runtime,3,0.811128
10000x10000,16,row,runtime,4,0.816285
10000x10000,16,row,runtime,5,0.822910
10000x10000,16,row,runtime,Average,0.820571
10000x10000,16,row,static,1,0.635458
10000x10000,16,row,static,2,0.652734
10000x10000,16,row,static,3,0.637939
10000x10000,16,row,static,4,0.632373
10000x10000,16,row,static,5,0.634760
10000x10000,16,row,static,Average,0.638653
10000x10000,16,row,dynamic,1,0.634129
10000x10000,16,row,dynamic,2,0.636870
10000x10000,16,row,dynamic,3,0.635226
10000x10000,16,row,dynamic,4,0.632543
10000x10000,16,row,dynamic,5,0.634536
10000x10000,16,row,dynamic,Average,0.634661
10000x10000,16,row,guided,1,0.632880
10000x10000,16,row,guided,2,0.632628
10000x10000,16,row,guided,3,0.637989
10000x10000,16,row,guided,4,0.635628
10000x10000,16,row,guided,5,0.637964
10000x10000,16,row,guided,Average,0.635418
10000x10000,16,row,runtime,1,0.634501
10000x10000,16,row,runtime,2,0.634985
10000x10000,16,row,runtime,3,0.631565
10000x10000,16,row,runtime,4,0.640331
10000x10000,16,row,runtime,5,0.636642
10000x10000,16,row,runtime,Average,0.635605
10000x10000,16,column,static,1,1.345809
10000x10000,16,column,static,2,1.339042
10000x10000,16,column,static,3,1.347192
10000x10000,16,column,static,4,1.343211
10000x10000,16,column,static,5,1.345044
10000x10000,16,column,static,Average,1.344060
10000x10000,16,column,dynamic,1,1.348612
10000x10000,16,column,dynamic,2,1.345595
10000x10000,16,column,dynamic,3,1.345565
10000x10000,16,column,dynamic,4,1.345033
10000x10000,16,column,dynamic,5,1.330948
10000x10000,16,column,dynamic,Average,1.343150
10000x10000,16,column,guided,1,1.331603
10000x10000,16,column,guided,2,1.346799
10000x10000,16,column,guided,3,1.340868
10000x10000,16,column,guided,4,1.334154
10000x10000,16,column,guided,5,1.337752
10000x10000,16,column,guided,Average,1.338235
10000x10000,16,column,runtime,1,1.339819
10000x10000,16,column,runtime,2,1.346625
10000x10000,16,column,runtime,3,1.344991
10000x10000,16,column,runtime,4,1.343193
10000x10000,16,column,runtime,5,1.345385
10000x10000,16,column,runtime,Average,1.344003
10000x10000,16,column,static,1,0.632225
10000x10000,16,column,static,2,0.633197
10000x10000,16,column,static,3,0.631312
10000x10000,16,column,static,4,0.631787
10000x10000,16,column,static,5,0.634160
10000x10000,16,column,static,Average,0.632536
10000x10000,16,column,dynamic,1,0.636637
10000x10000,16,column,dynamic,2,0.635520
10000x10000,16,column,dynamic,3,0.636593
10000x10000,16,column,dynamic,4,0.633322
10000x10000,16,column,dynamic,5,0.635468
10000x10000,16,column,dynamic,Average,0.635508
10000x10000,16,column,guided,1,0.632053
10000x10000,16,column,guided,2,0.636057
10000x10000,16,column,guided,3,0.635026
10000x10000,16,column,guided,4,0.637901
10000x10000,16,column,guided,5,0.636850
10000x10000,16,column,guided,Average,0.635577
10000x10000,16,column,runtime,1,0.635609
10000x10000,16,column,runtime,2,0.631859
10000x10000,16,column,runtime,3,0.633139
10000x10000,16,column,runtime,4,0.634005
10000x10000,16,column,runtime,5,0.632062
10000x10000,16,column,runtime,Average,0.633335
